primary_label,common_name,scientific_name,latitude,longitude,date,season,url,filename
grnjay,Green Jay,Cyanocorax yncas,6.246,-75.7774,2017-06-28,Summer,https://www.xeno-canto.org/437279,XC437279.ogg
grnjay,Green Jay,Cyanocorax yncas,4.7116,-75.4867,2017-02-07,Winter,https://www.xeno-canto.org/375464,XC375464.ogg
heptan,Hepatic Tanager,Piranga flava,-31.416,-58.007,2012-12-10,Winter,https://www.xeno-canto.org/191755,XC191755.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,34.5823,-86.8159,2017-05-07,Spring,https://www.xeno-canto.org/368192,XC368192.ogg
grnjay,Green Jay,Cyanocorax yncas,7.4802778,-72.8319444,2002-03-31,Spring,https://www.xeno-canto.org/533150,XC533150.ogg
grnjay,Green Jay,Cyanocorax yncas,4.9253,-75.0882,2014-06-23,Summer,https://www.xeno-canto.org/188188,XC188188.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-34.234167,-58.886111,2001-11-21,Fall,https://www.xeno-canto.org/51876,XC51876.ogg
gnwtea,Green-winged Teal,Anas crecca,44.0635,1.9515,2020-03-11,Spring,https://www.xeno-canto.org/533941,XC533941.ogg
gnwtea,Green-winged Teal,Anas crecca,49.6054,8.2203,2020-03-08,Spring,https://www.xeno-canto.org/533239,XC533239.ogg
gnwtea,Green-winged Teal,Anas crecca,63.1635,75.4388,2018-05-28,Spring,https://www.xeno-canto.org/432030,XC432030.ogg
gnwtea,Green-winged Teal,Anas crecca,57.7056,18.3664,2015-05-26,Spring,https://www.xeno-canto.org/288762,XC288762.ogg
gnwtea,Green-winged Teal,Anas crecca,51.6424,105.5332,2018-05-29,Spring,https://www.xeno-canto.org/458098,XC458098.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-32.8606,-60.6486,2017-10-16,Fall,https://www.xeno-canto.org/390971,XC390971.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-6.4167,-76.3168,2013-06-17,Summer,https://www.xeno-canto.org/142009,XC142009.ogg
grasal1,Grayish Saltator,Saltator coerulescens,8.8667,-75.7859,2016-05-08,Spring,https://www.xeno-canto.org/317807,XC317807.ogg
gnwtea,Green-winged Teal,Anas crecca,51.382,-0.1523,2020-11-21,Fall,https://www.xeno-canto.org/604848,XC604848.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-19.2667,-57.0167,2014-08-17,Summer,https://www.xeno-canto.org/195821,XC195821.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,41.0599,-74.329,2005-05-30,Spring,https://www.xeno-canto.org/215993,XC215993.ogg
grasal1,Grayish Saltator,Saltator coerulescens,23.1162,-99.1414,1991-08-04,Summer,https://www.xeno-canto.org/29659,XC29659.ogg
gnwtea,Green-winged Teal,Anas crecca,67.6375,52.9032,2017-06-22,Summer,https://www.xeno-canto.org/377959,XC377959.ogg
gnwtea,Green-winged Teal,Anas crecca,48.4984,8.2387,2019-08-18,Summer,https://www.xeno-canto.org/501961,XC501961.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,56.0796,-121.1704,2014-06-18,Summer,https://www.xeno-canto.org/190133,XC190133.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,40.8918,-91.0756,2020-07-21,Summer,https://www.xeno-canto.org/579024,XC579024.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,39.9327,-105.2744,2014-06-21,Summer,https://www.xeno-canto.org/184870,XC184870.ogg
gnwtea,Green-winged Teal,Anas crecca,53.9299,-2.9833,2018-06-07,Summer,https://www.xeno-canto.org/508388,XC508388.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,55.5267,-120.0314,2014-06-14,Summer,https://www.xeno-canto.org/188451,XC188451.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-9.3828,-72.7106,1999-09-17,Fall,https://www.xeno-canto.org/306414,XC306414.ogg
grnjay,Green Jay,Cyanocorax yncas,-0.6667,-77.9167,2011-06-11,Summer,https://www.xeno-canto.org/277758,XC277758.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,44.4541,-70.0168,2019-07-04,Summer,https://www.xeno-canto.org/486531,XC486531.ogg
grnjay,Green Jay,Cyanocorax yncas,-3.9918,-79.1011,2011-10-04,Fall,https://www.xeno-canto.org/157881,XC157881.ogg
grasal1,Grayish Saltator,Saltator coerulescens,8.8667,-75.7859,2016-05-08,Spring,https://www.xeno-canto.org/317808,XC317808.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-15.6361,-56.0668,2017-04-05,Spring,https://www.xeno-canto.org/393402,XC393402.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,42.164,-74.222,2000-05-20,Spring,https://www.xeno-canto.org/469604,XC469604.ogg
grasal1,Grayish Saltator,Saltator coerulescens,23.4067,-105.9352,2019-04-23,Spring,https://www.xeno-canto.org/500312,XC500312.ogg
gnwtea,Green-winged Teal,Anas crecca,46.7567,1.1693,2021-01-16,Winter,https://www.xeno-canto.org/615276,XC615276.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,40.125,-75.0701,2015-05-15,Spring,https://www.xeno-canto.org/243442,XC243442.ogg
grnjay,Green Jay,Cyanocorax yncas,-3.7614,-78.5053,2012-11-09,Fall,https://www.xeno-canto.org/127516,XC127516.ogg
gnwtea,Green-winged Teal,Anas crecca,52.1468,5.3788,2019-05-06,Spring,https://www.xeno-canto.org/472065,XC472065.ogg
gnwtea,Green-winged Teal,Anas crecca,52.2051,19.7828,2014-04-13,Spring,https://www.xeno-canto.org/190750,XC190750.ogg
heptan,Hepatic Tanager,Piranga flava,-26.5723,-53.8018,2019-10-21,Fall,https://www.xeno-canto.org/551880,XC551880.ogg
gnwtea,Green-winged Teal,Anas crecca,53.9299,-2.9833,2018-12-11,Winter,https://www.xeno-canto.org/508389,XC508389.ogg
grasal1,Grayish Saltator,Saltator coerulescens,8.299,-70.0851,2010-02-01,Winter,https://www.xeno-canto.org/244191,XC244191.ogg
grnjay,Green Jay,Cyanocorax yncas,4.6717,-75.6283,2007-12-01,Winter,https://www.xeno-canto.org/130619,XC130619.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,43.6178,-92.3113,2015-05-09,Spring,https://www.xeno-canto.org/241104,XC241104.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-24.845,-65.176,2017-11-18,Fall,https://www.xeno-canto.org/399512,XC399512.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-9.99613,-68.20547,2018-07-20,Summer,https://www.xeno-canto.org/556565,XC556565.ogg
gnwtea,Green-winged Teal,Anas crecca,51.382,-0.1523,2020-10-26,Fall,https://www.xeno-canto.org/598187,XC598187.ogg
gnwtea,Green-winged Teal,Anas crecca,53.1101,-0.4035,2021-01-24,Winter,https://www.xeno-canto.org/617502,XC617502.ogg
gnwtea,Green-winged Teal,Anas crecca,54.1818,-0.3203,2020-04-03,Spring,https://www.xeno-canto.org/540998,XC540998.ogg
gnwtea,Green-winged Teal,Anas crecca,43.9348,4.8056,2020-04-02,Spring,https://www.xeno-canto.org/544781,XC544781.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-25.5115,-54.5464,2020-05-16,Spring,https://www.xeno-canto.org/558883,XC558883.ogg
gnwtea,Green-winged Teal,Anas crecca,57.7393,10.6212,2018-05-08,Spring,https://www.xeno-canto.org/478798,XC478798.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,28.5037,-80.9798,2018-04-25,Spring,https://www.xeno-canto.org/413189,XC413189.ogg
gnwtea,Green-winged Teal,Anas crecca,34.6965,135.7991,2020-01-26,Winter,https://www.xeno-canto.org/522917,XC522917.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-16.631,-48.6674,2018-08-20,Summer,https://www.xeno-canto.org/454942,XC454942.ogg
grnjay,Green Jay,Cyanocorax yncas,6.2476,-75.7656,2017-07-02,Summer,https://www.xeno-canto.org/494318,XC494318.ogg
gnwtea,Green-winged Teal,Anas crecca,52.1406,20.9202,2012-11-25,Fall,https://www.xeno-canto.org/113457,XC113457.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,56.0796,-121.1704,2014-06-18,Summer,https://www.xeno-canto.org/190135,XC190135.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-32.8606,-60.6486,2017-11-10,Fall,https://www.xeno-canto.org/394358,XC394358.ogg
grasal1,Grayish Saltator,Saltator coerulescens,9.9373,-84.1801,2016-08-09,Summer,https://www.xeno-canto.org/334270,XC334270.ogg
grasal1,Grayish Saltator,Saltator coerulescens,15.5654,-87.9989,2015-02-17,Winter,https://www.xeno-canto.org/213785,XC213785.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-2.6557,-57.9652,2016-07-02,Summer,https://www.xeno-canto.org/325559,XC325559.ogg
gnwtea,Green-winged Teal,Anas crecca,59.874,-1.2773,2020-11-24,Fall,https://www.xeno-canto.org/604939,XC604939.ogg
grasal1,Grayish Saltator,Saltator coerulescens,15.3761,-90.3716,2013-02-12,Winter,https://www.xeno-canto.org/135352,XC135352.ogg
gnwtea,Green-winged Teal,Anas crecca,43.417,-0.4582,2016-08-24,Summer,https://www.xeno-canto.org/332290,XC332290.ogg
grasal1,Grayish Saltator,Saltator coerulescens,5.0901,-52.5698,2013-07-09,Summer,https://www.xeno-canto.org/142209,XC142209.ogg
gnwtea,Green-winged Teal,Anas crecca,65.446,-22.1853,2018-07-18,Summer,https://www.xeno-canto.org/432744,XC432744.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-9.99613,-68.20547,2018-07-20,Summer,https://www.xeno-canto.org/556566,XC556566.ogg
gnwtea,Green-winged Teal,Anas crecca,37.0735,-6.3784,2019-02-12,Winter,https://www.xeno-canto.org/537666,XC537666.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,0.5291667,-72.6305556,2000-01-11,Winter,https://www.xeno-canto.org/521132,XC521132.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-16.5167,-56.7167,2003-12-04,Winter,https://www.xeno-canto.org/84664,XC84664.ogg
gnwtea,Green-winged Teal,Anas crecca,46.3725,0.8185,2021-01-17,Winter,https://www.xeno-canto.org/616012,XC616012.ogg
gnwtea,Green-winged Teal,Anas crecca,55.8697,48.0544,2015-07-19,Summer,https://www.xeno-canto.org/262851,XC262851.ogg
grnjay,Green Jay,Cyanocorax yncas,8.609,-71.0563,2009-01-10,Winter,https://www.xeno-canto.org/197498,XC197498.ogg
gnwtea,Green-winged Teal,Anas crecca,58.5394,26.2705,2016-04-28,Spring,https://www.xeno-canto.org/314282,XC314282.ogg
gnwtea,Green-winged Teal,Anas crecca,58.3749,26.6876,2019-05-01,Spring,https://www.xeno-canto.org/469985,XC469985.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,49.2469,-122.917,2019-06-05,Summer,https://www.xeno-canto.org/478828,XC478828.ogg
grnjay,Green Jay,Cyanocorax yncas,-4.8731,-79.1351,2015-01-08,Winter,https://www.xeno-canto.org/209772,XC209772.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-4.4511,-76.657,2013-06-05,Summer,https://www.xeno-canto.org/188093,XC188093.ogg
gnwtea,Green-winged Teal,Anas crecca,45.7954,8.6933,2019-03-11,Spring,https://www.xeno-canto.org/461906,XC461906.ogg
gnwtea,Green-winged Teal,Anas crecca,51.0411,3.7123,2020-04-02,Spring,https://www.xeno-canto.org/541015,XC541015.ogg
gnwtea,Green-winged Teal,Anas crecca,47.8537,11.062,2016-02-20,Winter,https://www.xeno-canto.org/304197,XC304197.ogg
grasal1,Grayish Saltator,Saltator coerulescens,12.6333,-87.1362,2014-07-10,Summer,https://www.xeno-canto.org/186212,XC186212.ogg
gnwtea,Green-winged Teal,Anas crecca,51.775,16.5854,2017-03-26,Spring,https://www.xeno-canto.org/483733,XC483733.ogg
gnwtea,Green-winged Teal,Anas crecca,54.159,9.122,2013-04-26,Spring,https://www.xeno-canto.org/131653,XC131653.ogg
grasal1,Grayish Saltator,Saltator coerulescens,14.0425,-87.2198,2015-11-25,Fall,https://www.xeno-canto.org/291909,XC291909.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,46.8062,-70.2669,2014-07-19,Summer,https://www.xeno-canto.org/193425,XC193425.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,47.657,-70.1522,2017-06-14,Summer,https://www.xeno-canto.org/375612,XC375612.ogg
gnwtea,Green-winged Teal,Anas crecca,39.799,3.107,2017-03-09,Spring,https://www.xeno-canto.org/359019,XC359019.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-9.2473,-72.6959,1999-09-21,Fall,https://www.xeno-canto.org/214291,XC214291.ogg
grasal1,Grayish Saltator,Saltator coerulescens,4.5727,-74.5058,2019-11-24,Fall,https://www.xeno-canto.org/573311,XC573311.ogg
grasal1,Grayish Saltator,Saltator coerulescens,17.999,-94.527,2015-07-17,Summer,https://www.xeno-canto.org/260190,XC260190.ogg
gnwtea,Green-winged Teal,Anas crecca,52.2548,13.9028,2017-04-01,Spring,https://www.xeno-canto.org/362397,XC362397.ogg
gnwtea,Green-winged Teal,Anas crecca,52.0612,5.371,2018-04-13,Spring,https://www.xeno-canto.org/431467,XC431467.ogg
grnjay,Green Jay,Cyanocorax yncas,4.6717,-75.6283,2009-06-20,Summer,https://www.xeno-canto.org/129879,XC129879.ogg
grnjay,Green Jay,Cyanocorax yncas,-0.5864,-77.8778,2015-02-26,Winter,https://www.xeno-canto.org/217828,XC217828.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,42.7862,-72.4851,2020-06-02,Summer,https://www.xeno-canto.org/602495,XC602495.ogg
gnwtea,Green-winged Teal,Anas crecca,58.7098,14.6201,2014-06-15,Summer,https://www.xeno-canto.org/197026,XC197026.ogg
grasal1,Grayish Saltator,Saltator coerulescens,10.36,-75.5697222,1996-01-08,Winter,https://www.xeno-canto.org/524072,XC524072.ogg
grasal1,Grayish Saltator,Saltator coerulescens,27.0149,-108.9351,2019-07-21,Summer,https://www.xeno-canto.org/512203,XC512203.ogg
gnwtea,Green-winged Teal,Anas crecca,47.6586,11.1712,2017-05-29,Spring,https://www.xeno-canto.org/375136,XC375136.ogg
gnwtea,Green-winged Teal,Anas crecca,62.142,73.7097,2018-05-28,Spring,https://www.xeno-canto.org/432280,XC432280.ogg
gnwtea,Green-winged Teal,Anas crecca,43.5352,-1.4475,2020-03-26,Spring,https://www.xeno-canto.org/538582,XC538582.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,35.8589,-84.0948,2009-05-11,Spring,https://www.xeno-canto.org/54341,XC54341.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,33.9939,-86.2435,2019-06-17,Summer,https://www.xeno-canto.org/482569,XC482569.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-16.3658,-62.9065,2019-04-01,Spring,https://www.xeno-canto.org/466736,XC466736.ogg
gnwtea,Green-winged Teal,Anas crecca,69.6945,18.8854,2016-05-22,Spring,https://www.xeno-canto.org/393106,XC393106.ogg
gnwtea,Green-winged Teal,Anas crecca,54.155,9.125,2013-04-26,Spring,https://www.xeno-canto.org/131526,XC131526.ogg
gnwtea,Green-winged Teal,Anas crecca,35.3777,136.0372,2015-01-25,Winter,https://www.xeno-canto.org/211997,XC211997.ogg
grasal1,Grayish Saltator,Saltator coerulescens,6.28,-71.7,2015-04-03,Spring,https://www.xeno-canto.org/245492,XC245492.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,40.6052,-74.2495,2020-05-14,Spring,https://www.xeno-canto.org/558245,XC558245.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-9.9147,-68.3446,2013-10-13,Fall,https://www.xeno-canto.org/151888,XC151888.ogg
grnjay,Green Jay,Cyanocorax yncas,7.4802778,-72.8319444,2002-04-02,Spring,https://www.xeno-canto.org/533157,XC533157.ogg
gnwtea,Green-winged Teal,Anas crecca,60.2357,25.0058,2019-04-18,Spring,https://www.xeno-canto.org/467413,XC467413.ogg
gnwtea,Green-winged Teal,Anas crecca,35.4453,136.1898,2015-02-07,Winter,https://www.xeno-canto.org/212804,XC212804.ogg
gnwtea,Green-winged Teal,Anas crecca,44.2051,132.4161,2015-04-30,Spring,https://www.xeno-canto.org/266790,XC266790.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,30.8182,-94.1537,2018-05-31,Spring,https://www.xeno-canto.org/418308,XC418308.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,40.8918,-91.0756,2018-07-23,Summer,https://www.xeno-canto.org/428280,XC428280.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,40.5874,-74.2621,2019-06-21,Summer,https://www.xeno-canto.org/482643,XC482643.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,40.6801,-74.384,2020-05-08,Spring,https://www.xeno-canto.org/555444,XC555444.ogg
gnwtea,Green-winged Teal,Anas crecca,51.056,-1.322,2020-03-20,Spring,https://www.xeno-canto.org/542386,XC542386.ogg
grasal1,Grayish Saltator,Saltator coerulescens,1.4898,-75.6801,2020-08-15,Summer,https://www.xeno-canto.org/582811,XC582811.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,48.483,-123.36,2015-07-01,Summer,https://www.xeno-canto.org/254790,XC254790.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-11.1258,-69.5696,2005-11-20,Fall,https://www.xeno-canto.org/146534,XC146534.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,34.5358,-84.3448,2017-06-02,Summer,https://www.xeno-canto.org/373632,XC373632.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,42.7463,-71.7074,2020-05-25,Spring,https://www.xeno-canto.org/602501,XC602501.ogg
grasal1,Grayish Saltator,Saltator coerulescens,10.912,-72.8964,2016-06-29,Summer,https://www.xeno-canto.org/353379,XC353379.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,47.0937,-70.5298,2017-07-02,Summer,https://www.xeno-canto.org/394758,XC394758.ogg
gnwtea,Green-winged Teal,Anas crecca,50.1263,59.0844,2014-04-27,Spring,https://www.xeno-canto.org/182409,XC182409.ogg
gnwtea,Green-winged Teal,Anas crecca,51.9612,5.8104,2017-03-10,Spring,https://www.xeno-canto.org/528299,XC528299.ogg
grnjay,Green Jay,Cyanocorax yncas,4.66481,-75.63287,2009-04-08,Spring,https://www.xeno-canto.org/244772,XC244772.ogg
